,Raft,Nutrients,Mixing,Spores,Bag,Day,NDay,UA,UJ,UM,MA,MJ,MM,Chaob,UninfEggRatio,InfEggRatio,EdChl,TotChl,TP,TN,SizeUninf,SESizeUninf,SizeInf,SESizeInf,C,N,P,CN,CP,NP,Light,SRP,ad320,InfDensity,UninfDensity,TotalDensity,PropJuv,PrevTotal,PrevAdult,InfCount,UninfCount,AdultCount,TotalCount,Trt,LogTotDens,LogUninfDens,LogInfDens,LogTotChl,LogEdChl,InedChl,LogInedChl,PropInedChl,LogTP,LogTN,LogC,LogN,LogP
272,2,Low,Mix,Spores,16,26,9,263,917,0,16,9,2,0,0.734693878,0.733333333,1.62,4.21,16.27208231,711.8989,1.394,0.027006172,1.308,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2034.16968685499,88900.7492773664,90934.9189642214,0.767191383595692,0.0223695111847556,0.0573476702508961,27,1180,279,1207,Low Mix Spores,11.4178993534211,11.3952758497833,7.61784299832793,1.43746264769429,0.482426149244293,2.59,0.951657875711446,0.61520190023753,2.78945089767591,6.5679359069478,NA,NA,NA
273,3,Low,No,No,17,26,9,155,755,0,0,0,0,0,1.125,NA,9.21,38.21,21.46964653,735.4393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,68559.0524088164,68559.0524088164,0.82967032967033,0,0,0,910,155,910,Low No No,11.1354507318345,11.1354507318345,4.3220061323236,3.64309726145881,2.22028985026722,29,3.36729582998647,0.758963622088458,3.06664014831781,6.60046800774389,NA,NA,NA
274,3,High,No,Spores,18,26,9,742,1634,0,23,8,0,0,0.928571429,0.590909091,2.5,3.54,18.53582979,914.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2335.52815898166,179006.932443239,181342.460602221,0.682176983797258,0.012879102617366,0.0300653594771242,31,2376,765,2407,High No Spores,12.1081425701067,12.0951798128061,7.75599333680875,1.26412672714568,0.916290731874155,1.04,0.0392207131532813,0.293785310734463,2.91970560441636,6.81884318768808,NA,NA,NA
275,3,Low,Mix,No,19,26,9,1758,3590,0,0,0,0,9,0.466666667,NA,2.62,16.29,21.99483595,760.1298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,402916.277233352,402916.277233352,0.671278982797307,0,0,0,5348,1758,5348,Low Mix No,12.9064840705454,12.9064840705454,4.3220061323236,2.79055142261395,0.963174317773006,13.67,2.61520365073586,0.839165131982812,3.09080769625957,6.6334892081712,NA,NA,NA
278,3,High,No,No,22,26,9,536,1417,0,0,0,0,0,1.5625,NA,13.45,47.25,37.71429847,1078.1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,147138.274015845,147138.274015845,0.725550435227855,0,0,0,1953,536,1953,High No No,11.8991280632003,11.8991280632003,4.3220061323236,3.85545265393975,2.59897910604785,33.8,3.52046080248897,0.715343915343915,3.63003929231064,6.98297554659156,NA,NA,NA
279,3,Low,Mix,Spores,23,26,9,334,1043,0,11,12,0,1,1.031746032,1.454545455,4.23,19.73,16.27208231,682.7317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1732.81121472833,103742.654029605,105475.465244333,0.753571428571429,0.0164285714285714,0.0318840579710145,23,1377,345,1400,Low Mix Spores,11.5662336479269,11.5496686310523,7.45750034825275,2.98214032003452,1.44220199305819,15.5,2.7408400239252,0.785605676634567,2.78945089767591,6.52610195662587,NA,NA,NA
280,3,High,Mix,No,24,26,9,271,740,0,0,0,0,0,1.553571429,NA,51.1,206.18,111.4219165,1449.6639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,76168.3538300147,76168.3538300147,0.731948565776459,0,0,0,1011,271,1011,High Mix No,11.2407013513441,11.2407013513441,4.3220061323236,5.32874957366824,3.93378449720966,155.08,5.04394111280273,0.752158308274323,4.71332404512684,7.279087015443,NA,NA,NA
281,4,Low,No,Spores,25,26,9,520,1104,1,21,21,0,0,1.03125,0.947368421,2.4,6.6,12.75874621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3164.26395732999,122426.879301458,125591.143258788,0.674865026994601,0.0251949610077984,0.0388170055452865,42,1625,541,1667,Low No Spores,11.7407870150744,11.7152692270874,8.05967575060697,1.88706964903238,0.8754687373539,4.2,1.43508452528932,0.636363636363636,2.54621701368448,NA,NA,NA,NA
282,4,High,No,No,26,26,9,1605,2082,0,0,0,0,0,0.5625,NA,2.02,2.63,22.68301518,873.2501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,277777.171682754,277777.171682754,0.564686737184703,0,0,0,3687,1605,3687,High No No,12.5345745305577,12.5345745305577,4.3220061323236,0.966983846189673,0.703097511413113,0.61,-0.49429632181478,0.231939163498099,3.12161641446767,6.77222199820168,NA,NA,NA
283,4,Low,Mix,No,27,26,9,2507,4313,0,0,0,0,0,0.413333333,NA,1.02,3.55,16.67050187,764.8648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,513816.194975965,513816.194975965,0.632404692082111,0,0,0,6820,2507,6820,Low Mix No,13.1496208831611,13.1496208831611,4.3220061323236,1.26694760348732,0.0198026272961797,2.53,0.928219302739429,0.712676056338028,2.81364080248829,6.63969908618145,NA,NA,NA
284,4,High,Mix,Spores,28,26,9,816,2766,64,36,37,0,0,0.857142857,0.966666667,3.93,5.38,23.44363434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5499.79211631165,274688.247343456,280188.039459767,0.75369723043829,0.0196289325087389,0.0422535211267606,73,3646,852,3719,High Mix Spores,12.5432162262487,12.5233920875622,8.61246557347199,1.68268837417369,1.36863942588117,1.45,0.371563556432483,0.269516728624535,3.15459900132483,NA,NA,NA,NA
285,4,Low,No,No,29,26,9,560,1692,0,0,0,0,0,0.8,NA,1.58,2.7,9.879259414,664.8706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,169664.819807313,169664.819807313,0.75133214920071,0,0,0,2252,560,2252,Low No No,12.0415801215832,12.0415801215832,4.3220061323236,0.993251773010283,0.457424847038875,1.12,0.113328685307003,0.414814814814815,2.29043755085311,6.49959243525529,NA,NA,NA
286,4,Low,Mix,Spores,30,26,9,528,1383,3,26,20,0,0,1.162162162,0.583333333,6.36,26.51,30.99549594,853.9043333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3465.62242945666,144200.02891261,147665.651342066,0.715816326530612,0.023469387755102,0.0469314079422383,46,1914,554,1960,Low Mix Spores,11.9027058845482,11.8789567043365,8.15064752881269,3.27752202030093,1.85002837735203,20.15,3.00320428839269,0.760090531874764,3.43384190167114,6.74981916561669,NA,NA,NA
287,4,High,No,Spores,31,26,9,276,1308,0,13,5,0,0,0.991304348,1.230769231,11.49,39.72,33.11436359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356.11312457,119337.95496216,120694.06808673,0.81960049937578,0.0112359550561798,0.0449826989619377,18,1584,289,1602,High No Spores,11.7010142599519,11.689714704698,7.21237789021976,3.68185483917697,2.44147709186066,28.23,3.3403852422654,0.710725075528701,3.4999671335732,NA,NA,NA,NA
288,4,High,Mix,No,32,26,9,312,1130,0,0,0,0,0,0.166666667,NA,3.04,4.97,23.4798543,897.0649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,108639.729201663,108639.729201663,0.783633841886269,0,0,0,1442,312,1442,High Mix No,11.5957924501685,11.5957924501685,4.3220061323236,1.60341984010854,1.11185751541813,1.93,0.657520002916794,0.388329979879276,3.15614278965955,6.79912821172689,NA,NA,NA
289,1,Low,Mix,Spores,1,29,10,55,949,136,111,145,0,0,0.8,0.621621622,2.27,3.04,17.56026077,690.6475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19286.9422161066,85887.1645560997,105174.106772206,0.783667621776504,0.183381088825215,0.668674698795181,256,1140,166,1396,Low Mix Spores,11.5633724156459,11.3607896737121,9.86718357680316,1.11185751541813,0.819779831493311,0.77,-0.261364764134408,0.253289473684211,2.8656384383245,6.53762956336095,NA,NA,NA
290,1,High,Mix,No,2,29,10,722,2410,0,0,0,0,0,0.780487805,NA,16.43,75.34,62.10265798,1379.413959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,235963.683675179,235963.683675179,0.769476372924649,0,0,0,3132,722,3132,High Mix No,12.3714331894343,12.3714331894343,4.3220061323236,4.3220112022639,2.79910893204918,58.91,4.0760108555336,0.781921953809397,4.12878878963378,7.22941402056321,NA,NA,NA
292,1,High,No,No,4,29,10,461,1307,0,0,0,0,0,NA,NA,3.45,5,23.6164639,1332.8306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,133200.444679986,133200.444679986,0.739253393665158,0,0,0,1768,461,1768,High No No,11.7996103755212,11.7996103755212,4.3220061323236,1.6094379124341,1.23837423104327,1.55,0.438254930931155,0.31,3.16194409168719,7.19506023033269,NA,NA,NA
293,1,Low,Mix,No,5,29,10,632,1868,0,0,0,0,0,0.56,NA,3,4.28,9.550443723,757.6492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,188349.045079166,188349.045079166,0.7472,0,0,0,2500,632,2500,Low Mix No,12.1460521431799,12.1460521431799,4.3220061323236,1.45395300959371,1.09861228866811,1.28,0.246860077931526,0.299065420560748,2.25658761655462,6.63022048168509,NA,NA,NA
294,1,High,Mix,Spores,6,29,10,453,2462,164,73,107,0,0,0.536231884,0.520547945,6.06,11.38,45.8876625,1277.6276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13561.1312457,231970.683919501,245531.815165201,0.788278613071494,0.0552316661552624,0.138783269961977,180,3079,526,3259,High Mix Spores,12.4111818111612,12.3543662802481,9.51496298321381,2.43185742869818,1.80170980008122,5.32,1.67147330335355,0.467486818980668,3.82619629008609,7.1527601996731,NA,NA,NA
295,1,Low,No,No,7,29,10,926,1645,0,0,0,0,0,1.088235294,NA,1.27,1.99,10.65157156,769.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,193698.157959414,193698.157959414,0.639828860365616,0,0,0,2571,926,2571,Low No No,12.1740563395895,12.1740563395895,4.3220061323236,0.688134638736401,0.2390169004705,0.72,-0.328504066972036,0.361809045226131,2.36570744558814,6.64609176892891,NA,NA,NA
296,1,High,No,Spores,8,29,10,59,265,3,87,71,0,0,1,0.895348837,3.25,11.27,33.02933093,1293.7982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11903.6596490033,24636.0550963549,36539.7147453582,0.692783505154639,0.325773195876289,0.595890410958904,158,327,146,485,High No Spores,10.5061550232611,10.1119663032209,9.38460116535057,2.42214432805168,1.17865499634165,8.02,2.08193842187842,0.711623779946761,3.49739598276399,7.16533751235834,NA,NA,NA
298,2,Low,No,Spores,10,29,10,74,290,53,133,40,0,0,1.294117647,1.3,23.5,90.58,43.91628846,1241.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13033.7539194783,31416.6207192049,44450.3746386832,0.559322033898305,0.293220338983051,0.642512077294686,173,417,207,590,Low No Spores,10.7021286692234,10.3550923541224,9.47529772682138,4.50623343812807,3.15700042115011,67.08,4.20588593695501,0.740560830205343,3.78228528679977,7.12428098055475,NA,NA,NA
299,2,High,Mix,Spores,11,29,10,355,1203,90,335,382,1,0,0.68852459,0.510638298,4.65,13.61,43.38348467,963.7028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54093.8457467365,124159.690516186,178253.536262923,0.669907016060862,0.303465765004227,0.485507246376812,718,1648,690,2366,High Mix Spores,12.0909621768619,11.729323842793,10.8984757013718,2.61080481666337,1.53686721959926,8.96,2.19277022698684,0.658339456282145,3.77007883112597,6.87078294832153,NA,NA,NA
300,2,Low,Mix,No,12,29,10,226,279,0,0,0,0,0,1.166666667,NA,6.84,27.95,19.08763164,800.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,38046.5071059915,38046.5071059915,0.552475247524753,0,0,0,505,226,505,Low Mix No,10.546564561599,10.546564561599,4.3220061323236,3.33041719960111,1.92278773163446,21.11,3.04974686186023,0.755277280858676,2.94904056718109,6.68470172361817,NA,NA,NA
301,2,High,No,Spores,13,29,10,108,540,29,83,96,1,1,1.891891892,1.421052632,2.05,3.48,25.55231768,1158.3228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13561.1312457,51004.9214074382,64566.0526531381,0.742123687281214,0.210035005834306,0.43455497382199,180,677,191,857,High No Spores,11.0754440509214,10.8396774052359,9.51496298321381,1.24703229378638,0.717839793150317,1.43,0.357674444271816,0.410919540229885,3.24072802408166,7.05472837576426,NA,NA,NA
303,2,High,Mix,No,15,29,10,1108,1666,1,0,0,0,0,1.603773585,NA,8.59,48.81,37.20296065,1057.8556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,209067.440037874,209067.440037874,0.60036036036036,0,0,0,2775,1108,2775,High Mix No,12.2504121585041,12.2504121585041,4.3220061323236,3.88793520989906,2.15059873599616,40.22,3.69436438434451,0.824011473058799,3.61638834547779,6.96399911917152,NA,NA,NA
304,2,Low,Mix,Spores,16,29,10,346,1499,40,300,142,2,0,0.780487805,0.488888889,1.98,5.04,13.36887092,745.5284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33450.7904060599,142015.179989691,175465.970395751,0.704594246457707,0.190639759553456,0.464396284829721,444,1885,646,2329,Low Mix Spores,12.0752004022079,11.8636892322057,10.4178306947558,1.61740608208328,0.683096844706444,3.06,1.11841491596429,0.607142857142857,2.59292893878196,6.61409322871728,NA,NA,NA
305,3,Low,No,No,17,29,10,31,62,43,0,0,0,0,1.548387097,NA,9.31,43.15,19.47835443,775.8304,1.37,0.016931233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,10246.1880523066,10246.1880523066,0.455882352941176,0,0,0,136,31,136,Low No No,9.23466101805965,9.23466101805965,4.3220061323236,3.76468241752944,2.23108909128898,33.84,3.52164353473802,0.784241019698725,2.96930381980019,6.65393393959519,NA,NA,NA
306,3,High,No,Spores,18,29,10,238,966,5,62,58,0,0,1,0.8,2.25,3.55,37.25624103,NA,1.386,0.025307004,1.412,0.037380922,NA,NA,NA,NA,NA,NA,NA,NA,NA,9040.75416379997,91085.5982002847,100126.352364085,0.770504138449962,0.090293453724605,0.206666666666667,120,1209,300,1329,High No Spores,11.5141881910368,11.4195549829384,9.10949787510565,1.26694760348732,0.810930216216329,1.3,0.262364264467491,0.366197183098592,3.6178194752211,NA,NA,NA,NA
307,3,Low,Mix,No,19,29,10,803,1707,103,0,0,0,4,0.568627451,NA,3.53,24.84,18.87451013,759.535,1.336,0.030811253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,196862.421916744,196862.421916744,0.653272101033295,0,0,0,2613,803,2613,Low Mix No,12.1902603978442,12.1902603978442,4.3220061323236,3.21245525706528,1.26129787094521,21.31,3.05917644611053,0.857890499194847,2.93781234142081,6.63270640392335,NA,NA,NA
310,3,High,No,No,22,29,10,305,1151,131,0,0,0,0,1.765957447,NA,4.22,14.23,23.20798099,1126.9268,1.362,0.027235598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,119563.973816255,119563.973816255,0.725267800882168,0,0,0,1587,305,1587,High No No,11.69160685285,11.69160685285,4.3220061323236,2.65535241210176,1.43983512804792,10.01,2.30358459332713,0.703443429374561,3.14449622770467,7.02724956073249,NA,NA,NA
311,3,Low,Mix,Spores,23,29,10,136,374,74,86,25,0,0,1.144927536,1.063829787,19.27,124.75,61.03705039,1396.9324,1.32,0.026997942,1.29,0.021756225,NA,NA,NA,NA,NA,NA,NA,NA,NA,8362.69760151497,43998.3369304932,52361.0345320082,0.57410071942446,0.159712230215827,0.387387387387387,111,584,222,695,Low Mix Spores,10.8659179778884,10.6919071151518,9.03153633363593,4.82631173463163,2.95854948242628,105.48,4.65852136148509,0.845531062124249,4.11148106323327,7.24203396868029,NA,NA,NA
312,3,High,Mix,No,24,29,10,1596,930,114,0,0,0,0,1.375,NA,7.77,29.62,22.35861329,806.1324,1.394,0.038878729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,198896.591603599,198896.591603599,0.352272727272727,0,0,0,2640,1596,2640,High Mix No,12.200540328464,12.200540328464,4.3220061323236,3.38844980883965,2.05027016437956,21.85,3.0842009215416,0.737677245104659,3.10721162892188,6.69224799700619,NA,NA,NA
313,4,Low,No,Spores,25,29,10,32,439,101,20,32,0,0,0.875,0.85,1.65,3.94,7.960948667,721.2868,1.332,0.032413989,1.34,0.028905978,NA,NA,NA,NA,NA,NA,NA,NA,NA,3917.66013764665,43094.2615141132,47011.9216517598,0.754807692307692,0.0833333333333333,0.384615384615385,52,572,52,624,Low No Spores,10.758156500693,10.6711451237034,8.27324985090503,1.37118072330984,0.500775287912489,2.29,0.828551817566148,0.581218274111675,2.07454817202636,6.58103683905103,NA,NA,NA
314,4,High,No,No,26,29,10,382,873,122,0,0,0,0,0.463855422,NA,4.11,5.02,18.61989389,1053.6032,1.33,0.026373387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,103742.654029605,103742.654029605,0.633986928104575,0,0,0,1377,382,1377,High No No,11.5496686310523,11.5496686310523,4.3220061323236,1.61342993370364,1.41342302850814,0.909999999999999,-0.0943106794712422,0.181274900398406,2.92423057312162,6.95997118763023,NA,NA,NA
315,4,Low,Mix,No,27,29,10,1348,1336,57,0,0,0,0,0.370967742,NA,1.59,5.12,9.776384531,805.1553747,1.414,0.036763508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,206505.893024798,206505.893024798,0.487413352790952,0,0,0,2741,1348,2741,Low Mix No,12.2380842286264,12.2380842286264,4.3220061323236,1.63315443905142,0.46373401623214,3.53,1.26129787094521,0.689453125,2.27996973584143,6.69103527084382,NA,NA,NA
316,4,High,Mix,Spores,28,29,10,406,1213,205,230,126,0,0,0.85106383,0.871794872,2.66,5.37,29.56643291,1214.8356,1.416,0.027776889,1.336,0.03109841,NA,NA,NA,NA,NA,NA,NA,NA,NA,26820.9040192732,137419.46328976,164240.367309033,0.614220183486239,0.163302752293578,0.361635220125786,356,1824,636,2180,High Mix Spores,12.0090862881067,11.8307933029579,10.1969368631756,1.68082790852077,0.978326122793608,2.71,0.99694863489161,0.504655493482309,3.38663969452823,7.10236403797763,NA,NA,NA
317,4,Low,No,No,29,29,10,274,402,31,0,0,0,0,0.674418605,NA,2.3,7.07,17.7750871,717.784,1.416,0.046168773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,53265.1099483882,53265.1099483882,0.568599717114569,0,0,0,707,274,707,Low No No,10.8830367982202,10.8830367982202,4.3220061323236,1.95586047990848,0.832909122935104,4.77,1.56234630490025,0.674681753889675,2.87779787581795,6.5761686881335,NA,NA,NA
318,4,Low,Mix,Spores,30,29,10,389,986,117,72,83,0,0,0.638709677,0.4,2.41,15.58,37.97855157,800.072,1.372,0.017435596,1.274,0.027816861,NA,NA,NA,NA,NA,NA,NA,NA,NA,11677.6407949083,112406.710103246,124084.350898155,0.649058894960534,0.0941105039465695,0.156182212581345,155,1492,461,1647,Low Mix Spores,11.7287168625012,11.6298789130873,9.36543124924285,2.7459880404426,0.879626747502564,13.17,2.57794151575519,0.845314505776637,3.63702156800605,6.68470172361817,NA,NA,NA
319,4,High,No,Spores,31,29,10,80,493,37,135,151,0,0,1,0.983606557,24.43,102.42,89.81733406,1464.2864,1.314,0.02212088,1.342,0.033393279,NA,NA,NA,NA,NA,NA,NA,NA,NA,21547.1307570566,45957.1669993165,67504.2977563731,0.71875,0.319196428571429,0.627906976744186,286,610,215,896,High No Spores,11.1199465452985,10.735465089491,9.97799794314345,4.6290820060344,3.19581188526965,77.99,4.35658061334241,0.761472368677993,4.49777798630171,7.28912330380381,NA,NA,NA
320,4,High,Mix,No,32,29,10,198,591,2,0,0,0,0,0.709090909,NA,2.87,5.41,21.78342569,NA,1.344,0.028565714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,59593.6378630481,59593.6378630481,0.747155499367889,0,0,0,791,198,791,High Mix No,10.9953041000913,10.9953041000913,4.3220061323236,1.68824909285839,1.05431202977153,2.54,0.932164081030445,0.469500924214418,3.0811493911789,NA,NA,NA,NA
321,1,Low,Mix,Spores,1,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.7763158,31.57894737,3.510763947,8.116162744,161.4376706,19.89088634,1.461830132,1.601389926,0.2395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Mix Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39261028275151,3.45249067609971,1.25583366251368
322,1,High,Mix,No,2,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.9505208,54.21875,4.033273282,6.903289578,205.213562,29.72692363,1.291977705,13.04685701,0.2681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Mix No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77128697043913,3.99302678958123,1.39457827506342
324,1,High,No,No,4,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.5856777,45.37084399,3.980745306,6.595125441,166.2239671,25.20406451,0.822092235,14.02232295,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High No No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54746263495738,3.81486969588328,1.38146906457892
325,1,Low,Mix,No,5,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.3424658,34.32876712,3.720658534,7.417328464,151.3366164,20.40311645,1.0971264,2.007834069,0.2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Mix No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38606477418397,3.53598369421185,1.31390067788675
326,1,High,Mix,Spores,6,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.9589041,54.63013699,6.577050097,7.427850811,136.4339422,18.3678894,1.50516156,8.397136007,0.2627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Mix Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85208438113444,4.00058569000104,1.88358633128884
327,1,Low,No,No,7,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.8219178,43.50684932,2.877539722,8.787146367,293.7935675,33.43446839,0.799668279,2.544340339,0.2292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low No No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79247052740578,3.77291838133199,1.05693566586267
328,1,High,No,Spores,8,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.7154696,31.1878453,3.765396771,7.430427713,136.0963742,18.31608885,1.371440292,11.32353384,0.2526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High No Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29187400057864,3.44002844519393,1.32585323976309
330,2,Low,No,Spores,10,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.2545455,93.67272727,6.700249094,8.854813072,273.7535311,30.91578883,1.655472434,1.243719079,0.2764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low No Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56703037628128,4.5398070825226,1.90214470391478
331,2,High,Mix,Spores,11,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.3871866,49.1643454,8.254740152,8.880516447,116.9615711,13.17058211,1.47060432,3.584837347,0.2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Mix Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.925290520193,3.89516867379384,2.11078759922675
332,2,Low,Mix,No,12,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.1166667,92.93333333,8.290428741,7.982386779,197.8724847,24.78863655,1.724610301,1.259976845,0.2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Mix No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45538198472494,4.53188239018239,2.11510168566272
333,2,High,No,Spores,13,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.3378378,21.59459459,4.581939888,8.010772471,83.48879267,10.42206516,0.852681576,11.19347171,0.2439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High No Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99949236022807,3.07244303290928,1.52212246478331
335,2,High,Mix,No,15,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.361186,68.86792453,6.590738874,8.151200599,188.3486826,23.10686387,1.848530058,1.487585566,0.2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Mix No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17661789476148,4.23219053304907,1.88566546271497
336,2,Low,Mix,Spores,16,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.0895141,28.59335038,3.497267236,8.568540186,154.91775,18.07983001,1.515052466,2.072865132,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Mix Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34753369751455,3.35317418659671,1.25198187380604
337,3,Low,No,No,17,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.9692308,75.81538462,5.315401108,9.705509663,306.1242699,31.54128742,1.584531118,1.308750142,0.2832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low No No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44725709875323,4.3283012353786,1.6706084761148
338,3,High,No,Spores,18,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.5875,24.4,4.213454523,8.392112103,107.4684309,12.80588601,1.334169404,11.46985373,0.2676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High No Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16813749415703,3.19458313229916,1.4382828630072
339,3,Low,Mix,No,19,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.2133333,49.65333333,4.174669653,9.000356456,236.7249971,26.30173574,1.637178622,2.690660231,0.2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Mix No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9485918401156,3.90506552479352,1.42903523014233
